address_id,canonical_address,spoken_variant,locality,pincode,source
blr_cdb6fedc25642e80,Metro Pickup/Drop off Lane,around metro pickupdrop off lane,Metro Pickup/Drop off Lane,,mixed
blr_cdb6fedc25642e80,Metro Pickup/Drop off Lane,metro pickupdrop off lane area,Metro Pickup/Drop off Lane,,mixed
blr_1954a957e6d612b0,Lane B3,lane b3,Lane B3,,mixed
blr_1954a957e6d612b0,Lane B3,in lane b3,Lane B3,,mixed
blr_1954a957e6d612b0,Lane B3,near lane b3,Lane B3,,mixed
blr_1954a957e6d612b0,Lane B3,around lane b3,Lane B3,,mixed
blr_1954a957e6d612b0,Lane B3,lane b3 area,Lane B3,,mixed
blr_d873e5bd61508cea,DSR Emerald,dsr emerald,DSR Emerald,,mixed
blr_d873e5bd61508cea,DSR Emerald,in dsr emerald,DSR Emerald,,mixed
blr_d873e5bd61508cea,DSR Emerald,near dsr emerald,DSR Emerald,,mixed
blr_d873e5bd61508cea,DSR Emerald,around dsr emerald,DSR Emerald,,mixed
blr_d873e5bd61508cea,DSR Emerald,dsr emerald area,DSR Emerald,,mixed
blr_bfda63499cbea8c1,Arakere MICO Layout Main Road,arakere mico layout main road,Arakere MICO Layout Main Road,,mixed
blr_bfda63499cbea8c1,Arakere MICO Layout Main Road,in arakere mico layout main road,Arakere MICO Layout Main Road,,mixed
blr_bfda63499cbea8c1,Arakere MICO Layout Main Road,near arakere mico layout main road,Arakere MICO Layout Main Road,,mixed
blr_bfda63499cbea8c1,Arakere MICO Layout Main Road,around arakere mico layout main road,Arakere MICO Layout Main Road,,mixed
blr_bfda63499cbea8c1,Arakere MICO Layout Main Road,arakere mico layout main road area,Arakere MICO Layout Main Road,,mixed
blr_7bd3b29985345ea2,ACS Meghana and Shalini Apartments,acs meghana and shalini apartments,ACS Meghana and Shalini Apartments,,mixed
blr_7bd3b29985345ea2,ACS Meghana and Shalini Apartments,in acs meghana and shalini apartments,ACS Meghana and Shalini Apartments,,mixed
blr_7bd3b29985345ea2,ACS Meghana and Shalini Apartments,near acs meghana and shalini apartments,ACS Meghana and Shalini Apartments,,mixed
blr_7bd3b29985345ea2,ACS Meghana and Shalini Apartments,around acs meghana and shalini apartments,ACS Meghana and Shalini Apartments,,mixed
blr_7bd3b29985345ea2,ACS Meghana and Shalini Apartments,acs meghana and shalini apartments area,ACS Meghana and Shalini Apartments,,mixed
blr_a55de79d5c448ea2,SNN Raj Lake View,snn raj lake view,SNN Raj Lake View,,mixed
blr_a55de79d5c448ea2,SNN Raj Lake View,in snn raj lake view,SNN Raj Lake View,,mixed
blr_a55de79d5c448ea2,SNN Raj Lake View,near snn raj lake view,SNN Raj Lake View,,mixed
blr_a55de79d5c448ea2,SNN Raj Lake View,around snn raj lake view,SNN Raj Lake View,,mixed
blr_a55de79d5c448ea2,SNN Raj Lake View,snn raj lake view area,SNN Raj Lake View,,mixed
blr_48c8c897d01161ef,R.H.B. Colony 1st Cross Road,rhb colony 1st cross road,R.H.B. Colony 1st Cross Road,,mixed
blr_48c8c897d01161ef,R.H.B. Colony 1st Cross Road,in rhb colony 1st cross road,R.H.B. Colony 1st Cross Road,,mixed
blr_48c8c897d01161ef,R.H.B. Colony 1st Cross Road,near rhb colony 1st cross road,R.H.B. Colony 1st Cross Road,,mixed
blr_48c8c897d01161ef,R.H.B. Colony 1st Cross Road,around rhb colony 1st cross road,R.H.B. Colony 1st Cross Road,,mixed
blr_48c8c897d01161ef,R.H.B. Colony 1st Cross Road,rhb colony 1st cross road area,R.H.B. Colony 1st Cross Road,,mixed
blr_1c84acbdaa9f315b,R.H.B. Colony 3rd Cross Road,rhb colony 3rd cross road,R.H.B. Colony 3rd Cross Road,,mixed
blr_1c84acbdaa9f315b,R.H.B. Colony 3rd Cross Road,rhb colony three cross road,R.H.B. Colony 3rd Cross Road,,mixed
blr_1c84acbdaa9f315b,R.H.B. Colony 3rd Cross Road,rhb colony third cross road,R.H.B. Colony 3rd Cross Road,,mixed
blr_1c84acbdaa9f315b,R.H.B. Colony 3rd Cross Road,in rhb colony 3rd cross road,R.H.B. Colony 3rd Cross Road,,mixed
blr_1c84acbdaa9f315b,R.H.B. Colony 3rd Cross Road,near rhb colony three cross road,R.H.B. Colony 3rd Cross Road,,mixed
blr_a70474c4a9287fcc,R.H.B. Colony 4th Cross Road,rhb colony four cross road,R.H.B. Colony 4th Cross Road,,mixed
blr_a70474c4a9287fcc,R.H.B. Colony 4th Cross Road,rhb colony fourth cross road,R.H.B. Colony 4th Cross Road,,mixed
blr_a70474c4a9287fcc,R.H.B. Colony 4th Cross Road,rhb colony 4th cross road,R.H.B. Colony 4th Cross Road,,mixed
blr_a70474c4a9287fcc,R.H.B. Colony 4th Cross Road,in rhb colony four cross road,R.H.B. Colony 4th Cross Road,,mixed
blr_a70474c4a9287fcc,R.H.B. Colony 4th Cross Road,near rhb colony fourth cross road,R.H.B. Colony 4th Cross Road,,mixed
blr_2bf6ba311b1b4f77,NCC Nagarjuna Enclave,ncc nagarjuna enclave,NCC Nagarjuna Enclave,,mixed
blr_2bf6ba311b1b4f77,NCC Nagarjuna Enclave,in ncc nagarjuna enclave,NCC Nagarjuna Enclave,,mixed
blr_2bf6ba311b1b4f77,NCC Nagarjuna Enclave,near ncc nagarjuna enclave,NCC Nagarjuna Enclave,,mixed
blr_2bf6ba311b1b4f77,NCC Nagarjuna Enclave,around ncc nagarjuna enclave,NCC Nagarjuna Enclave,,mixed
blr_2bf6ba311b1b4f77,NCC Nagarjuna Enclave,ncc nagarjuna enclave area,NCC Nagarjuna Enclave,,mixed
blr_d67983b7e53618e0,Jeevan Surabhi LIC Flats,jeevan surabhi lic flats,Jeevan Surabhi LIC Flats,,mixed
blr_d67983b7e53618e0,Jeevan Surabhi LIC Flats,in jeevan surabhi lic flats,Jeevan Surabhi LIC Flats,,mixed
blr_d67983b7e53618e0,Jeevan Surabhi LIC Flats,near jeevan surabhi lic flats,Jeevan Surabhi LIC Flats,,mixed
blr_d67983b7e53618e0,Jeevan Surabhi LIC Flats,around jeevan surabhi lic flats,Jeevan Surabhi LIC Flats,,mixed
blr_d67983b7e53618e0,Jeevan Surabhi LIC Flats,jeevan surabhi lic flats area,Jeevan Surabhi LIC Flats,,mixed
blr_a219900536110af6,Jeevan Saathi LIC Flats,jeevan saathi lic flats,Jeevan Saathi LIC Flats,,mixed
blr_a219900536110af6,Jeevan Saathi LIC Flats,in jeevan saathi lic flats,Jeevan Saathi LIC Flats,,mixed
blr_a219900536110af6,Jeevan Saathi LIC Flats,near jeevan saathi lic flats,Jeevan Saathi LIC Flats,,mixed
blr_a219900536110af6,Jeevan Saathi LIC Flats,around jeevan saathi lic flats,Jeevan Saathi LIC Flats,,mixed
blr_a219900536110af6,Jeevan Saathi LIC Flats,jeevan saathi lic flats area,Jeevan Saathi LIC Flats,,mixed
blr_1c83c32714653a3b,Saroj BlueBells,saroj bluebells,Saroj BlueBells,,mixed
blr_1c83c32714653a3b,Saroj BlueBells,in saroj bluebells,Saroj BlueBells,,mixed
blr_1c83c32714653a3b,Saroj BlueBells,near saroj bluebells,Saroj BlueBells,,mixed
blr_1c83c32714653a3b,Saroj BlueBells,around saroj bluebells,Saroj BlueBells,,mixed
blr_1c83c32714653a3b,Saroj BlueBells,saroj bluebells area,Saroj BlueBells,,mixed
blr_20c8825b54169197,Engineers street,engineers street,Engineers street,,mixed
blr_20c8825b54169197,Engineers street,in engineers street,Engineers street,,mixed
blr_20c8825b54169197,Engineers street,near engineers street,Engineers street,,mixed
blr_20c8825b54169197,Engineers street,around engineers street,Engineers street,,mixed
blr_20c8825b54169197,Engineers street,engineers street area,Engineers street,,mixed
blr_f83d7fc4e80291b6,16 Cross Road,16 cross road,16 Cross Road,,mixed
blr_f83d7fc4e80291b6,16 Cross Road,in 16 cross road,16 Cross Road,,mixed
blr_f83d7fc4e80291b6,16 Cross Road,near 16 cross road,16 Cross Road,,mixed
blr_f83d7fc4e80291b6,16 Cross Road,around 16 cross road,16 Cross Road,,mixed
blr_f83d7fc4e80291b6,16 Cross Road,16 cross road area,16 Cross Road,,mixed
blr_c8813a68f55f860f,DCross Road,dcross road,DCross Road,,mixed
blr_c8813a68f55f860f,DCross Road,in dcross road,DCross Road,,mixed
blr_c8813a68f55f860f,DCross Road,near dcross road,DCross Road,,mixed
blr_c8813a68f55f860f,DCross Road,around dcross road,DCross Road,,mixed
blr_c8813a68f55f860f,DCross Road,dcross road area,DCross Road,,mixed
blr_00e4c190b31314b2,N Cross Road,n cross road,N Cross Road,,mixed
blr_00e4c190b31314b2,N Cross Road,in n cross road,N Cross Road,,mixed
blr_00e4c190b31314b2,N Cross Road,near n cross road,N Cross Road,,mixed
blr_00e4c190b31314b2,N Cross Road,around n cross road,N Cross Road,,mixed
blr_00e4c190b31314b2,N Cross Road,n cross road area,N Cross Road,,mixed
blr_f5f50f8644caf4b3,60 Feet Main Road,60 feet main road,60 Feet Main Road,,mixed
blr_f5f50f8644caf4b3,60 Feet Main Road,in 60 feet main road,60 Feet Main Road,,mixed
blr_f5f50f8644caf4b3,60 Feet Main Road,near 60 feet main road,60 Feet Main Road,,mixed
blr_f5f50f8644caf4b3,60 Feet Main Road,around 60 feet main road,60 Feet Main Road,,mixed
blr_f5f50f8644caf4b3,60 Feet Main Road,60 feet main road area,60 Feet Main Road,,mixed
blr_f9faa183adfd9b0f,WASA Layout 5th Cross road,wasa layout 5th cross road,WASA Layout 5th Cross road,,mixed
blr_f9faa183adfd9b0f,WASA Layout 5th Cross road,wasa layout five cross road,WASA Layout 5th Cross road,,mixed
blr_f9faa183adfd9b0f,WASA Layout 5th Cross road,wasa layout fifth cross road,WASA Layout 5th Cross road,,mixed
blr_f9faa183adfd9b0f,WASA Layout 5th Cross road,in wasa layout 5th cross road,WASA Layout 5th Cross road,,mixed
blr_f9faa183adfd9b0f,WASA Layout 5th Cross road,near wasa layout five cross road,WASA Layout 5th Cross road,,mixed
blr_e1d15773b627d909,AET College Road,aet college road,AET College Road,,mixed
blr_e1d15773b627d909,AET College Road,in aet college road,AET College Road,,mixed
blr_e1d15773b627d909,AET College Road,near aet college road,AET College Road,,mixed
blr_e1d15773b627d909,AET College Road,around aet college road,AET College Road,,mixed
blr_e1d15773b627d909,AET College Road,aet college road area,AET College Road,,mixed
blr_381e172fdef4cdc6,PM Enclave,pm enclave,PM Enclave,,mixed
blr_381e172fdef4cdc6,PM Enclave,in pm enclave,PM Enclave,,mixed
blr_381e172fdef4cdc6,PM Enclave,near pm enclave,PM Enclave,,mixed
blr_381e172fdef4cdc6,PM Enclave,around pm enclave,PM Enclave,,mixed
blr_381e172fdef4cdc6,PM Enclave,pm enclave area,PM Enclave,,mixed
blr_992a45ee5b111112,RMV Cluster Phase 2nd,rmv cluster phase 2nd,RMV Cluster Phase 2,,mixed
blr_992a45ee5b111112,RMV Cluster Phase 2nd,rmv cluster phase two,RMV Cluster Phase 2,,mixed
blr_992a45ee5b111112,RMV Cluster Phase 2nd,rmv cluster phase second,RMV Cluster Phase 2,,mixed
blr_992a45ee5b111112,RMV Cluster Phase 2nd,in rmv cluster phase 2nd,RMV Cluster Phase 2,,mixed
blr_992a45ee5b111112,RMV Cluster Phase 2nd,near rmv cluster phase two,RMV Cluster Phase 2,,mixed
blr_03c61919e00e7f4e,RMV Cluster Phase 1st,rmv cluster phase 1st,RMV Cluster Phase 1,,mixed
blr_03c61919e00e7f4e,RMV Cluster Phase 1st,in rmv cluster phase 1st,RMV Cluster Phase 1,,mixed
blr_03c61919e00e7f4e,RMV Cluster Phase 1st,near rmv cluster phase 1st,RMV Cluster Phase 1,,mixed
blr_03c61919e00e7f4e,RMV Cluster Phase 1st,around rmv cluster phase 1st,RMV Cluster Phase 1,,mixed
blr_03c61919e00e7f4e,RMV Cluster Phase 1st,rmv cluster phase 1st area,RMV Cluster Phase 1,,mixed
blr_ea79103f6a3c6ea4,BEL White Square APartments,bel white square apartments,BEL White Square APartments,,mixed
blr_ea79103f6a3c6ea4,BEL White Square APartments,in bel white square apartments,BEL White Square APartments,,mixed
blr_ea79103f6a3c6ea4,BEL White Square APartments,near bel white square apartments,BEL White Square APartments,,mixed
blr_ea79103f6a3c6ea4,BEL White Square APartments,around bel white square apartments,BEL White Square APartments,,mixed
blr_ea79103f6a3c6ea4,BEL White Square APartments,bel white square apartments area,BEL White Square APartments,,mixed
blr_a67088fecd454509,EWS Quarters,ews quarters,EWS Quarters,,mixed
blr_a67088fecd454509,EWS Quarters,in ews quarters,EWS Quarters,,mixed
blr_a67088fecd454509,EWS Quarters,near ews quarters,EWS Quarters,,mixed
blr_a67088fecd454509,EWS Quarters,around ews quarters,EWS Quarters,,mixed
blr_a67088fecd454509,EWS Quarters,ews quarters area,EWS Quarters,,mixed
blr_4aaab89875383cc1,"1st Main, Akash Vihar Layout",1st main akash vihar layout,"1st Main, Akash Vihar Layout",,mixed
blr_4aaab89875383cc1,"1st Main, Akash Vihar Layout",in 1st main akash vihar layout,"1st Main, Akash Vihar Layout",,mixed
blr_4aaab89875383cc1,"1st Main, Akash Vihar Layout",near 1st main akash vihar layout,"1st Main, Akash Vihar Layout",,mixed
blr_4aaab89875383cc1,"1st Main, Akash Vihar Layout",around 1st main akash vihar layout,"1st Main, Akash Vihar Layout",,mixed
blr_4aaab89875383cc1,"1st Main, Akash Vihar Layout",1st main akash vihar layout area,"1st Main, Akash Vihar Layout",,mixed
blr_0aa16d21e76121e6,15th A Cross,1fifth a cross,15th A Cross,,mixed
blr_0aa16d21e76121e6,15th A Cross,15th a cross,15th A Cross,,mixed
blr_0aa16d21e76121e6,15th A Cross,1five a cross,15th A Cross,,mixed
blr_0aa16d21e76121e6,15th A Cross,in 1fifth a cross,15th A Cross,,mixed
blr_0aa16d21e76121e6,15th A Cross,near 15th a cross,15th A Cross,,mixed
blr_381ccccd7f228cce,KHB Staff Quarters,khb staff quarters,KHB Staff Quarters,,mixed
blr_381ccccd7f228cce,KHB Staff Quarters,in khb staff quarters,KHB Staff Quarters,,mixed
blr_381ccccd7f228cce,KHB Staff Quarters,near khb staff quarters,KHB Staff Quarters,,mixed
blr_381ccccd7f228cce,KHB Staff Quarters,around khb staff quarters,KHB Staff Quarters,,mixed
blr_381ccccd7f228cce,KHB Staff Quarters,khb staff quarters area,KHB Staff Quarters,,mixed
blr_70ca29e88b33f437,DOS Colony,dos colony,DOS Colony,,mixed
blr_70ca29e88b33f437,DOS Colony,in dos colony,DOS Colony,,mixed
blr_70ca29e88b33f437,DOS Colony,near dos colony,DOS Colony,,mixed
blr_70ca29e88b33f437,DOS Colony,around dos colony,DOS Colony,,mixed
blr_70ca29e88b33f437,DOS Colony,dos colony area,DOS Colony,,mixed
blr_460ba1977e8c0d64,VDB Azure,vdb azure,VDB Azure,,mixed
blr_460ba1977e8c0d64,VDB Azure,in vdb azure,VDB Azure,,mixed
blr_460ba1977e8c0d64,VDB Azure,near vdb azure,VDB Azure,,mixed
blr_460ba1977e8c0d64,VDB Azure,around vdb azure,VDB Azure,,mixed
blr_460ba1977e8c0d64,VDB Azure,vdb azure area,VDB Azure,,mixed
blr_7a30887817fe09dd,Ohana 857,ohana 857,Ohana 857,,mixed
blr_7a30887817fe09dd,Ohana 857,in ohana 857,Ohana 857,,mixed
blr_7a30887817fe09dd,Ohana 857,near ohana 857,Ohana 857,,mixed
blr_7a30887817fe09dd,Ohana 857,around ohana 857,Ohana 857,,mixed
blr_7a30887817fe09dd,Ohana 857,ohana 857 area,Ohana 857,,mixed
blr_43befcc71308912c,DSR Elegance,dsr elegance,DSR Elegance,,mixed
blr_43befcc71308912c,DSR Elegance,in dsr elegance,DSR Elegance,,mixed
blr_43befcc71308912c,DSR Elegance,near dsr elegance,DSR Elegance,,mixed
blr_43befcc71308912c,DSR Elegance,around dsr elegance,DSR Elegance,,mixed
blr_43befcc71308912c,DSR Elegance,dsr elegance area,DSR Elegance,,mixed
blr_81260a53c816fe25,Lane 2nd South,lane two south,Lane 2 South,,mixed
blr_81260a53c816fe25,Lane 2nd South,lane second south,Lane 2 South,,mixed
blr_81260a53c816fe25,Lane 2nd South,lane 2nd south,Lane 2 South,,mixed
blr_81260a53c816fe25,Lane 2nd South,in lane two south,Lane 2 South,,mixed
blr_81260a53c816fe25,Lane 2nd South,near lane second south,Lane 2 South,,mixed
blr_aba73dcdc8b833a8,Jakkur SWD Road,jakkur swd road,Jakkur SWD Road,,mixed
blr_aba73dcdc8b833a8,Jakkur SWD Road,in jakkur swd road,Jakkur SWD Road,,mixed
blr_aba73dcdc8b833a8,Jakkur SWD Road,near jakkur swd road,Jakkur SWD Road,,mixed
blr_aba73dcdc8b833a8,Jakkur SWD Road,around jakkur swd road,Jakkur SWD Road,,mixed
blr_aba73dcdc8b833a8,Jakkur SWD Road,jakkur swd road area,Jakkur SWD Road,,mixed
blr_0ed65e850252b4e3,LG Lakedew,lg lakedew,LG Lakedew,,mixed
blr_0ed65e850252b4e3,LG Lakedew,in lg lakedew,LG Lakedew,,mixed
blr_0ed65e850252b4e3,LG Lakedew,near lg lakedew,LG Lakedew,,mixed
blr_0ed65e850252b4e3,LG Lakedew,around lg lakedew,LG Lakedew,,mixed
blr_0ed65e850252b4e3,LG Lakedew,lg lakedew area,LG Lakedew,,mixed
blr_013b1662441ea900,Century infinite,century infinite,Century infinite,,mixed
blr_013b1662441ea900,Century infinite,in century infinite,Century infinite,,mixed
blr_013b1662441ea900,Century infinite,near century infinite,Century infinite,,mixed
blr_013b1662441ea900,Century infinite,around century infinite,Century infinite,,mixed
blr_013b1662441ea900,Century infinite,century infinite area,Century infinite,,mixed
blr_cfe64587a951515c,Yelahanka Old Town BMTC Bus Station,yelahanka old town bmtc bus station,Yelahanka Old Town BMTC Bus Station,,mixed
blr_cfe64587a951515c,Yelahanka Old Town BMTC Bus Station,in yelahanka old town bmtc bus station,Yelahanka Old Town BMTC Bus Station,,mixed
blr_cfe64587a951515c,Yelahanka Old Town BMTC Bus Station,near yelahanka old town bmtc bus station,Yelahanka Old Town BMTC Bus Station,,mixed
blr_cfe64587a951515c,Yelahanka Old Town BMTC Bus Station,around yelahanka old town bmtc bus station,Yelahanka Old Town BMTC Bus Station,,mixed
blr_cfe64587a951515c,Yelahanka Old Town BMTC Bus Station,yelahanka old town bmtc bus station area,Yelahanka Old Town BMTC Bus Station,,mixed
blr_ad7b56462ef0cae5,YMR Lichen,ymr lichen,YMR Lichen,,mixed
blr_ad7b56462ef0cae5,YMR Lichen,in ymr lichen,YMR Lichen,,mixed
blr_ad7b56462ef0cae5,YMR Lichen,near ymr lichen,YMR Lichen,,mixed
blr_ad7b56462ef0cae5,YMR Lichen,around ymr lichen,YMR Lichen,,mixed
blr_ad7b56462ef0cae5,YMR Lichen,ymr lichen area,YMR Lichen,,mixed
blr_f9558eb1453baab4,HSR Trinity Apartments,h s r trinity apartments,HSR Trinity Apartments,,mixed
blr_f9558eb1453baab4,HSR Trinity Apartments,hsr trinity apartments,HSR Trinity Apartments,,mixed
blr_f9558eb1453baab4,HSR Trinity Apartments,in h s r trinity apartments,HSR Trinity Apartments,,mixed
blr_f9558eb1453baab4,HSR Trinity Apartments,near hsr trinity apartments,HSR Trinity Apartments,,mixed
blr_f9558eb1453baab4,HSR Trinity Apartments,around h s r trinity apartments,HSR Trinity Apartments,,mixed
blr_cbdb2c23be631055,BMTC Quarters,bmtc quarters,BMTC Quarters,,mixed
blr_cbdb2c23be631055,BMTC Quarters,in bmtc quarters,BMTC Quarters,,mixed
blr_cbdb2c23be631055,BMTC Quarters,near bmtc quarters,BMTC Quarters,,mixed
blr_cbdb2c23be631055,BMTC Quarters,around bmtc quarters,BMTC Quarters,,mixed
blr_cbdb2c23be631055,BMTC Quarters,bmtc quarters area,BMTC Quarters,,mixed
blr_0080e3646561954d,MJR Platina,mjr platina,MJR Platina,,mixed
blr_0080e3646561954d,MJR Platina,in mjr platina,MJR Platina,,mixed
blr_0080e3646561954d,MJR Platina,near mjr platina,MJR Platina,,mixed
blr_0080e3646561954d,MJR Platina,around mjr platina,MJR Platina,,mixed
blr_0080e3646561954d,MJR Platina,mjr platina area,MJR Platina,,mixed
blr_0b0f22addfb8d30d,JNNURM,jnnurm,JNNURM,,mixed
blr_0b0f22addfb8d30d,JNNURM,in jnnurm,JNNURM,,mixed
blr_0b0f22addfb8d30d,JNNURM,near jnnurm,JNNURM,,mixed
blr_0b0f22addfb8d30d,JNNURM,around jnnurm,JNNURM,,mixed
blr_0b0f22addfb8d30d,JNNURM,jnnurm area,JNNURM,,mixed
blr_2009b2075acb0416,TG Lake Vista,tg lake vista,TG Lake Vista,,mixed
blr_2009b2075acb0416,TG Lake Vista,in tg lake vista,TG Lake Vista,,mixed
blr_2009b2075acb0416,TG Lake Vista,near tg lake vista,TG Lake Vista,,mixed
blr_2009b2075acb0416,TG Lake Vista,around tg lake vista,TG Lake Vista,,mixed
blr_2009b2075acb0416,TG Lake Vista,tg lake vista area,TG Lake Vista,,mixed
blr_b2e71852968ee6bf,DS Max Saanjh,ds max saanjh,DS Max Saanjh,,mixed
blr_b2e71852968ee6bf,DS Max Saanjh,in ds max saanjh,DS Max Saanjh,,mixed
blr_b2e71852968ee6bf,DS Max Saanjh,near ds max saanjh,DS Max Saanjh,,mixed
blr_b2e71852968ee6bf,DS Max Saanjh,around ds max saanjh,DS Max Saanjh,,mixed
blr_b2e71852968ee6bf,DS Max Saanjh,ds max saanjh area,DS Max Saanjh,,mixed
blr_d88b52b67cd1e51c,SLV Spandana,slv spandana,SLV Spandana,,mixed
blr_d88b52b67cd1e51c,SLV Spandana,in slv spandana,SLV Spandana,,mixed
blr_d88b52b67cd1e51c,SLV Spandana,near slv spandana,SLV Spandana,,mixed
blr_d88b52b67cd1e51c,SLV Spandana,around slv spandana,SLV Spandana,,mixed
blr_d88b52b67cd1e51c,SLV Spandana,slv spandana area,SLV Spandana,,mixed
blr_1e4ab1f8c7657e08,KHB Diamond Township,khb diamond township,KHB Diamond Township,,mixed
blr_1e4ab1f8c7657e08,KHB Diamond Township,in khb diamond township,KHB Diamond Township,,mixed
blr_1e4ab1f8c7657e08,KHB Diamond Township,near khb diamond township,KHB Diamond Township,,mixed
blr_1e4ab1f8c7657e08,KHB Diamond Township,around khb diamond township,KHB Diamond Township,,mixed
blr_1e4ab1f8c7657e08,KHB Diamond Township,khb diamond township area,KHB Diamond Township,,mixed
blr_54cf8f89a84d2616,KR Circle,kr circle,KR Circle,,mixed
blr_54cf8f89a84d2616,KR Circle,in kr circle,KR Circle,,mixed
blr_54cf8f89a84d2616,KR Circle,near kr circle,KR Circle,,mixed
blr_54cf8f89a84d2616,KR Circle,around kr circle,KR Circle,,mixed
blr_54cf8f89a84d2616,KR Circle,kr circle area,KR Circle,,mixed
blr_14c044894fac336c,Bengaluru-Mysuru Service lane,bengalurumysuru service lane,Bengaluru-Mysuru Service lane,,mixed
blr_14c044894fac336c,Bengaluru-Mysuru Service lane,bangaloremysuru service lane,Bengaluru-Mysuru Service lane,,mixed
blr_14c044894fac336c,Bengaluru-Mysuru Service lane,in bengalurumysuru service lane,Bengaluru-Mysuru Service lane,,mixed
blr_14c044894fac336c,Bengaluru-Mysuru Service lane,near bangaloremysuru service lane,Bengaluru-Mysuru Service lane,,mixed
blr_14c044894fac336c,Bengaluru-Mysuru Service lane,around bengalurumysuru service lane,Bengaluru-Mysuru Service lane,,mixed
blr_3fa8a3b2f72d27c2,SGS Divine Aspire,sgs divine aspire,SGS Divine Aspire,,mixed
blr_3fa8a3b2f72d27c2,SGS Divine Aspire,in sgs divine aspire,SGS Divine Aspire,,mixed
blr_3fa8a3b2f72d27c2,SGS Divine Aspire,near sgs divine aspire,SGS Divine Aspire,,mixed
blr_3fa8a3b2f72d27c2,SGS Divine Aspire,around sgs divine aspire,SGS Divine Aspire,,mixed
blr_3fa8a3b2f72d27c2,SGS Divine Aspire,sgs divine aspire area,SGS Divine Aspire,,mixed
blr_b319545c91a0a9be,DS Max Skygrand,ds max skygrand,DS Max Skygrand,,mixed
blr_b319545c91a0a9be,DS Max Skygrand,in ds max skygrand,DS Max Skygrand,,mixed
blr_b319545c91a0a9be,DS Max Skygrand,near ds max skygrand,DS Max Skygrand,,mixed
blr_b319545c91a0a9be,DS Max Skygrand,around ds max skygrand,DS Max Skygrand,,mixed
blr_b319545c91a0a9be,DS Max Skygrand,ds max skygrand area,DS Max Skygrand,,mixed
blr_7129c62c57270b6c,DS Max Solitaire,ds max solitaire,DS Max Solitaire,,mixed
blr_7129c62c57270b6c,DS Max Solitaire,in ds max solitaire,DS Max Solitaire,,mixed
blr_7129c62c57270b6c,DS Max Solitaire,near ds max solitaire,DS Max Solitaire,,mixed
blr_7129c62c57270b6c,DS Max Solitaire,around ds max solitaire,DS Max Solitaire,,mixed
blr_7129c62c57270b6c,DS Max Solitaire,ds max solitaire area,DS Max Solitaire,,mixed
blr_5f458c80f66bed11,MIT Square,mit square,MIT Square,,mixed
blr_5f458c80f66bed11,MIT Square,in mit square,MIT Square,,mixed
blr_5f458c80f66bed11,MIT Square,near mit square,MIT Square,,mixed
blr_5f458c80f66bed11,MIT Square,around mit square,MIT Square,,mixed
blr_5f458c80f66bed11,MIT Square,mit square area,MIT Square,,mixed
blr_df19c7c6a8560195,PVR Lakeview,pvr lakeview,PVR Lakeview,,mixed
blr_df19c7c6a8560195,PVR Lakeview,in pvr lakeview,PVR Lakeview,,mixed
blr_df19c7c6a8560195,PVR Lakeview,near pvr lakeview,PVR Lakeview,,mixed
blr_df19c7c6a8560195,PVR Lakeview,around pvr lakeview,PVR Lakeview,,mixed
blr_df19c7c6a8560195,PVR Lakeview,pvr lakeview area,PVR Lakeview,,mixed
blr_ddb7603624d8da47,BREN Trillium Apartments,bren trillium apartments,BREN Trillium Apartments,,mixed
blr_ddb7603624d8da47,BREN Trillium Apartments,in bren trillium apartments,BREN Trillium Apartments,,mixed
blr_ddb7603624d8da47,BREN Trillium Apartments,near bren trillium apartments,BREN Trillium Apartments,,mixed
blr_ddb7603624d8da47,BREN Trillium Apartments,around bren trillium apartments,BREN Trillium Apartments,,mixed
blr_ddb7603624d8da47,BREN Trillium Apartments,bren trillium apartments area,BREN Trillium Apartments,,mixed
blr_888735c88ba600a3,95th Cross Road,95th cross road,95th Cross Road,,mixed
blr_888735c88ba600a3,95th Cross Road,9fifth cross road,95th Cross Road,,mixed
blr_888735c88ba600a3,95th Cross Road,9five cross road,95th Cross Road,,mixed
blr_888735c88ba600a3,95th Cross Road,in 95th cross road,95th Cross Road,,mixed
blr_888735c88ba600a3,95th Cross Road,near 9fifth cross road,95th Cross Road,,mixed
blr_67c141a8b1a0d83b,SNN RAJ Spiritua,snn raj spiritua,SNN RAJ Spiritua,,mixed
blr_67c141a8b1a0d83b,SNN RAJ Spiritua,in snn raj spiritua,SNN RAJ Spiritua,,mixed
blr_67c141a8b1a0d83b,SNN RAJ Spiritua,near snn raj spiritua,SNN RAJ Spiritua,,mixed
blr_67c141a8b1a0d83b,SNN RAJ Spiritua,around snn raj spiritua,SNN RAJ Spiritua,,mixed
blr_67c141a8b1a0d83b,SNN RAJ Spiritua,snn raj spiritua area,SNN RAJ Spiritua,,mixed
blr_f276bdca2c130f3a,SNN Raj Grandeur,snn raj grandeur,SNN Raj Grandeur,,mixed
blr_f276bdca2c130f3a,SNN Raj Grandeur,in snn raj grandeur,SNN Raj Grandeur,,mixed
blr_f276bdca2c130f3a,SNN Raj Grandeur,near snn raj grandeur,SNN Raj Grandeur,,mixed
blr_f276bdca2c130f3a,SNN Raj Grandeur,around snn raj grandeur,SNN Raj Grandeur,,mixed
blr_f276bdca2c130f3a,SNN Raj Grandeur,snn raj grandeur area,SNN Raj Grandeur,,mixed
